unit_no,RUL_true,RUL_pred_005,RUL_pred_05,RUL_pred_095
24.0,116.0,100.42984,142.31384,188.2608
24.0,115.0,93.49061,137.76532,199.77913
24.0,114.0,113.51083,148.45438,163.80614
24.0,113.0,102.45462,135.93755,169.06647
24.0,112.0,85.51869,135.9668,196.99568
24.0,111.0,108.33564,153.70432,180.8757
24.0,110.0,91.82672,145.83101,162.45775
24.0,109.0,108.315414,150.37163,175.53505
24.0,108.0,104.192276,129.86346,165.56596
24.0,107.0,129.63736,140.32664,149.92862
24.0,106.0,113.531364,137.84898,151.53943
24.0,105.0,94.28304,116.01469,171.84584
24.0,104.0,91.02773,122.85271,144.49706
24.0,103.0,93.16155,129.10197,149.26924
24.0,102.0,95.012405,122.825584,141.41724
24.0,101.0,110.15847,130.30957,150.90906
24.0,100.0,88.19833,127.14442,144.88481
24.0,99.0,98.922165,131.12477,172.83214
24.0,98.0,99.82473,127.62936,167.57578
24.0,97.0,115.17875,136.48718,166.47607
24.0,96.0,105.33843,136.0187,127.38
24.0,95.0,102.76178,118.95129,173.2765
24.0,94.0,114.09739,127.1533,168.5928
24.0,93.0,99.190125,118.85469,102.85037
24.0,92.0,89.628265,122.70881,127.80947
24.0,91.0,84.24117,125.03723,145.18112
24.0,90.0,102.17694,104.561676,138.63435
24.0,89.0,87.50788,115.47824,115.11357
24.0,88.0,120.7006,112.26623,128.1271
24.0,87.0,86.36384,105.04954,140.3331
24.0,86.0,89.952515,115.233284,131.86865
24.0,85.0,87.696075,101.541504,117.6677
24.0,84.0,79.878204,104.52936,116.69603
24.0,83.0,81.49366,103.86361,114.43856
24.0,82.0,68.713615,110.53647,122.50832
24.0,81.0,76.67811,90.807304,114.16379
24.0,80.0,85.274475,111.19755,122.51023
24.0,79.0,82.78859,94.235664,103.45816
24.0,78.0,77.99521,85.02551,99.80576
24.0,77.0,76.05296,89.17085,118.01587
24.0,76.0,80.88737,73.9461,93.90228
24.0,75.0,79.96635,80.81569,101.75829
24.0,74.0,93.43726,70.864395,115.88828
24.0,73.0,59.202164,70.18125,95.17303
24.0,72.0,68.71772,70.81864,93.71666
24.0,71.0,78.67697,75.69953,92.43235
24.0,70.0,64.27022,69.943726,108.94224
24.0,69.0,69.3188,70.23166,99.09186
24.0,68.0,80.51172,76.276245,78.279686
24.0,67.0,64.037636,69.1915,86.391754
24.0,66.0,70.13717,66.54733,104.762505
24.0,65.0,62.087086,66.12457,94.234985
24.0,64.0,62.774864,68.87563,93.041306
24.0,63.0,54.514626,72.9014,89.945244
24.0,62.0,69.1991,58.019123,79.51176
24.0,61.0,63.339527,68.07447,105.40815
24.0,60.0,55.494938,67.764145,76.3322
24.0,59.0,50.706936,59.333447,77.310265
24.0,58.0,74.53535,61.1058,84.09928
24.0,57.0,66.80904,63.83608,76.286575
24.0,56.0,41.90099,53.74501,84.451164
24.0,55.0,60.32436,60.47237,74.80905
24.0,54.0,59.554596,54.02407,83.4974
24.0,53.0,66.13632,48.98576,80.45348
24.0,52.0,44.0739,60.40671,78.92814
24.0,51.0,48.531887,54.665276,84.45538
24.0,50.0,65.211075,53.49118,83.16175
24.0,49.0,68.81048,47.15954,86.942314
24.0,48.0,54.233486,53.54455,86.78461
24.0,47.0,53.011097,47.125015,83.87128
24.0,46.0,47.125168,45.98258,99.98836
24.0,45.0,53.686974,41.82638,83.17396
24.0,44.0,35.714115,42.144516,78.51741
24.0,43.0,36.280464,44.915268,79.8925
24.0,42.0,34.2126,44.792976,72.17322
24.0,41.0,34.61266,44.31389,67.63326
24.0,40.0,34.742935,42.326626,74.149506
24.0,39.0,33.36488,44.783752,67.270584
24.0,38.0,28.658373,36.798103,56.831074
24.0,37.0,31.579584,42.76955,61.289307
24.0,36.0,34.749573,36.739475,42.145958
24.0,35.0,27.978352,38.443,82.6581
24.0,34.0,36.160175,43.814182,65.51553
24.0,33.0,28.392859,35.624924,61.458504
24.0,32.0,25.891188,27.563751,40.69717
24.0,31.0,25.335743,29.624214,64.898994
24.0,30.0,23.08642,28.00476,47.468765
24.0,29.0,24.0691,31.614187,54.759396
24.0,28.0,26.482876,34.22677,53.20083
24.0,27.0,21.363842,31.534441,39.100754
24.0,26.0,21.608727,29.343008,56.149277
24.0,25.0,17.841597,32.392963,51.46545
24.0,24.0,15.052048,29.633564,39.688763
24.0,23.0,20.95765,24.726606,41.303665
24.0,22.0,18.68039,25.190086,64.92816
24.0,21.0,15.90436,23.702038,37.332535
24.0,20.0,12.982153,22.06489,54.549114
25.0,162.0,86.04774,145.83875,238.50493
25.0,161.0,93.14783,141.25214,235.24844
25.0,160.0,84.912636,135.51852,213.08115
25.0,159.0,100.74646,146.12355,236.29816
25.0,158.0,85.78657,148.0385,224.34912
25.0,157.0,91.16949,146.78531,204.19305
25.0,156.0,85.53709,141.28653,222.80061
25.0,155.0,99.02741,152.66628,211.24896
25.0,154.0,95.95397,154.9912,243.05617
25.0,153.0,103.6191,141.40898,227.5974
25.0,152.0,90.56553,135.40608,210.6804
25.0,151.0,88.86881,130.96623,219.77368
25.0,150.0,104.972275,128.98326,235.24055
25.0,149.0,88.86202,133.68073,237.71727
25.0,148.0,101.13831,138.40385,225.95178
25.0,147.0,87.56865,130.07166,246.88698
25.0,146.0,94.84222,132.21738,192.94302
25.0,145.0,95.67792,133.16692,219.82202
26.0,164.0,134.83722,138.82382,203.37656
26.0,163.0,113.99686,137.84682,223.47185
26.0,162.0,91.81231,133.48305,217.39804
26.0,161.0,106.776596,132.91777,208.59995
26.0,160.0,80.98669,115.93304,193.302
26.0,159.0,90.83231,119.12314,183.49796
26.0,158.0,82.651665,116.24528,225.40364
26.0,157.0,95.39797,120.28182,235.41432
26.0,156.0,101.12363,124.913345,216.74725
26.0,155.0,97.69216,125.252945,176.56015
26.0,154.0,109.07204,127.952515,255.61716
26.0,153.0,95.50599,114.54388,220.37947
26.0,152.0,89.658394,137.61125,206.83878
26.0,151.0,113.117744,134.42186,208.88585
26.0,150.0,107.29281,139.75589,197.33711
26.0,149.0,80.68397,123.99807,193.91513
26.0,148.0,88.01445,128.54613,225.8266
26.0,147.0,91.41825,126.82357,229.63432
26.0,146.0,110.571335,130.28188,213.00345
26.0,145.0,125.81938,130.11269,189.61919
26.0,144.0,74.54906,107.14695,201.36343
26.0,143.0,89.75583,120.82606,205.89062
26.0,142.0,100.01507,121.941154,193.56798
26.0,141.0,103.456635,129.99753,253.83806
26.0,140.0,109.457146,127.364944,195.97974
26.0,139.0,102.0858,118.173454,188.44275
26.0,138.0,113.26499,136.23386,204.96893
26.0,137.0,96.74861,127.02558,217.8745
26.0,136.0,83.24793,119.797325,183.74643
26.0,135.0,77.938805,108.034195,202.3303
26.0,134.0,85.23152,110.020195,211.19308
26.0,133.0,92.47168,120.42943,224.9912
26.0,132.0,96.06055,129.35268,190.59384
26.0,131.0,109.19735,126.83553,245.3755
26.0,130.0,101.86983,127.57456,200.74336
26.0,129.0,93.819145,123.38438,180.02954
26.0,128.0,84.956505,115.39756,233.9206
26.0,127.0,96.80404,123.00555,205.55275
26.0,126.0,91.75873,109.46154,172.83308
26.0,125.0,88.64872,122.53339,178.02371
26.0,124.0,104.5455,114.80355,184.24641
26.0,123.0,100.07601,116.16292,169.90532
26.0,122.0,101.20079,129.34885,178.77238
26.0,121.0,94.05806,129.54102,202.0125
26.0,120.0,85.78508,121.02734,211.07983
26.0,119.0,93.47806,107.945,205.80351
27.0,175.0,107.26266,180.91579,225.90782
27.0,174.0,124.71334,194.45053,256.5048
27.0,173.0,137.5088,183.00792,229.30388
27.0,172.0,105.26948,189.88582,227.28984
27.0,171.0,117.03108,177.07602,249.9875
27.0,170.0,115.27774,169.96518,228.60327
27.0,169.0,115.77767,185.12993,212.56235
27.0,168.0,106.93418,174.71638,257.9854
27.0,167.0,102.3185,160.89621,242.50356
27.0,166.0,130.59676,173.99492,214.47177
27.0,165.0,111.07753,154.64317,210.74379
27.0,164.0,104.973694,171.22086,228.53029
27.0,163.0,116.0153,171.0313,203.35236
27.0,162.0,112.966576,179.56192,244.84947
27.0,161.0,125.68015,174.25526,229.8726
27.0,160.0,108.047905,178.57278,223.55377
27.0,159.0,110.67247,180.02563,236.89523
27.0,158.0,130.5228,160.30939,198.08928
27.0,157.0,106.517784,176.44687,257.17575
27.0,156.0,112.822075,180.99777,268.84323
27.0,155.0,111.09927,171.64732,254.0103
27.0,154.0,115.24706,160.57448,204.71042
27.0,153.0,108.4752,166.82951,248.10252
27.0,152.0,105.537605,165.37218,234.29463
27.0,151.0,106.81955,172.61504,203.4286
27.0,150.0,132.75732,161.44106,213.73413
27.0,149.0,118.44978,159.14859,207.29997
27.0,148.0,113.17688,166.38179,207.87688
27.0,147.0,106.61899,173.72705,272.95044
27.0,146.0,110.838524,180.52974,207.02798
27.0,145.0,113.609314,176.73413,214.78639
27.0,144.0,113.90952,169.05263,232.77
27.0,143.0,106.02834,180.93616,220.44867
27.0,142.0,111.7733,183.79237,249.9913
27.0,141.0,108.489105,165.53226,242.75554
27.0,140.0,117.925156,173.54858,252.0262
27.0,139.0,122.10991,173.14308,201.31493
27.0,138.0,116.19003,177.63107,289.7145
27.0,137.0,113.35829,173.08539,247.00076
27.0,136.0,111.46162,150.43967,194.55193
27.0,135.0,101.36972,151.41408,245.34096
27.0,134.0,101.33408,145.73175,227.67102
27.0,133.0,107.088104,155.72966,222.76636
27.0,132.0,99.24888,163.04788,197.86153
27.0,131.0,108.27863,157.88066,236.71986
27.0,130.0,98.0709,143.22891,215.68745
27.0,129.0,100.17764,141.53885,215.67603
27.0,128.0,104.78596,129.06163,211.32811
27.0,127.0,108.452965,145.44368,227.50029
27.0,126.0,96.976456,143.4523,234.89902
27.0,125.0,107.67655,150.48955,228.57884
27.0,124.0,101.380646,142.67473,207.0684
27.0,123.0,102.90198,147.50331,230.3574
27.0,122.0,96.93766,145.08241,244.05591
27.0,121.0,98.95575,165.32942,228.53131
27.0,120.0,98.209206,158.2711,227.94012
27.0,119.0,96.881256,146.46442,221.37973
27.0,118.0,101.62312,142.93826,219.73578
27.0,117.0,109.15465,145.65744,256.71313
27.0,116.0,102.2648,146.24956,241.81633
27.0,115.0,103.21178,148.11626,216.73091
27.0,114.0,96.81673,143.58292,230.46886
27.0,113.0,105.17339,155.41357,241.53189
27.0,112.0,93.403854,147.4806,201.24127
27.0,111.0,98.46779,141.46007,213.58191
27.0,110.0,105.900635,154.57965,223.09444
27.0,109.0,153.52173,147.3683,221.23727
27.0,108.0,99.4413,147.14925,253.12164
27.0,107.0,97.3896,139.70667,225.18275
27.0,106.0,97.156136,131.7811,187.45544
27.0,105.0,78.96247,135.27522,205.75085
27.0,104.0,99.29937,144.68152,244.03867
27.0,103.0,91.771515,145.49525,234.71355
27.0,102.0,96.02193,147.95605,230.19771
27.0,101.0,92.770226,144.86928,209.84344
27.0,100.0,89.751976,138.76111,190.44318
27.0,99.0,88.823204,138.3613,266.3144
27.0,98.0,84.87432,117.751274,221.94316
27.0,97.0,99.39353,137.8748,212.25296
27.0,96.0,85.19959,144.31265,215.26808
27.0,95.0,89.78417,146.0027,173.51968
27.0,94.0,90.18455,138.13863,199.29709
27.0,93.0,96.7771,120.98723,222.69589
27.0,92.0,104.09152,125.29615,240.95781
27.0,91.0,93.26715,125.33784,200.6083
27.0,90.0,98.4331,117.561584,196.9992
27.0,89.0,91.8303,119.06819,172.994
27.0,88.0,99.95316,125.74986,183.39857
27.0,87.0,79.81996,112.95643,222.90999
27.0,86.0,87.575554,128.36826,200.03195
27.0,85.0,80.64952,127.641106,242.8829
27.0,84.0,94.61222,115.92172,215.08504
27.0,83.0,84.37871,122.330826,190.4235
27.0,82.0,88.00982,121.47376,209.53528
27.0,81.0,83.67878,105.65366,175.18474
27.0,80.0,77.24891,116.086266,207.46808
27.0,79.0,77.25753,116.170944,204.2147
27.0,78.0,74.91025,109.78833,207.3301
27.0,77.0,76.12799,98.998856,204.5232
27.0,76.0,82.77729,98.59648,201.74092
27.0,75.0,90.448265,109.373375,175.95059
27.0,74.0,74.4617,109.457146,200.23909
27.0,73.0,82.12242,113.46191,200.67392
27.0,72.0,81.02175,112.46273,225.69658
27.0,71.0,69.44317,113.74773,185.22124
27.0,70.0,68.16095,93.42829,202.53984
27.0,69.0,70.24068,110.191444,197.45155
27.0,68.0,76.80168,117.78525,219.25792
27.0,67.0,69.93772,111.66231,229.95567
27.0,66.0,76.58633,112.96692,208.4465
28.0,224.0,84.91975,142.64864,240.01982
28.0,223.0,76.85407,139.20409,216.29198
28.0,222.0,90.663506,132.06686,204.9271
28.0,221.0,85.20504,132.48338,228.08423
28.0,220.0,82.23685,114.92337,223.41614
28.0,219.0,75.478745,122.69925,206.14984
28.0,218.0,87.93324,131.572,186.64333
28.0,217.0,82.0836,133.34373,215.92804
28.0,216.0,86.513794,130.09373,204.52371
28.0,215.0,83.768074,133.46153,184.5691
28.0,214.0,84.88297,125.95789,192.25537
28.0,213.0,87.44474,131.79684,197.61728
28.0,212.0,84.04352,150.06003,237.80682
28.0,211.0,96.091225,138.93333,227.39223
28.0,210.0,87.279495,136.62958,211.70604
28.0,209.0,95.75311,137.46582,179.4112
28.0,208.0,86.18629,133.63239,201.9128
28.0,207.0,84.5223,137.0014,185.49117
28.0,206.0,94.693695,141.55112,231.92506
28.0,205.0,91.888695,141.1479,189.46933
28.0,204.0,88.99465,148.37016,188.29173
28.0,203.0,79.23981,131.59334,205.10326
28.0,202.0,88.02574,141.14381,177.4835
28.0,201.0,84.302574,124.57377,180.3511
28.0,200.0,87.74072,115.012665,229.24129
28.0,199.0,74.267006,125.263985,172.29028
28.0,198.0,96.92927,130.66373,159.93839
28.0,197.0,82.11358,139.0462,199.33583
28.0,196.0,90.17342,130.78365,221.42711
28.0,195.0,81.550095,130.60088,234.44087
28.0,194.0,83.96603,125.59557,186.8692
28.0,193.0,79.43788,128.75691,192.9919
28.0,192.0,83.23341,126.86511,166.20743
28.0,191.0,80.665665,126.73358,168.79543
28.0,190.0,80.55624,142.83128,188.1831
28.0,189.0,86.92936,133.93875,193.64496
28.0,188.0,88.9159,131.20233,191.33484
28.0,187.0,80.63219,132.38307,182.05905
28.0,186.0,79.81918,120.23055,218.38899
28.0,185.0,82.74538,122.39823,205.74257
28.0,184.0,83.74096,107.656845,189.4527
28.0,183.0,88.54332,114.698395,195.27963
28.0,182.0,85.9578,115.66217,158.72511
28.0,181.0,75.82847,127.94023,211.98868
28.0,180.0,67.33293,120.381325,197.11201
28.0,179.0,78.6928,121.68952,192.9681
28.0,178.0,73.59259,135.96529,174.24315
28.0,177.0,87.34863,130.23927,205.9139
28.0,176.0,85.712814,144.15651,220.09267
28.0,175.0,83.642075,134.05186,227.05809
28.0,174.0,96.13049,136.89035,189.85475
28.0,173.0,90.50118,140.30357,197.61493
28.0,172.0,84.44177,133.28429,216.51196
28.0,171.0,78.26023,129.19658,218.07031
28.0,170.0,73.75582,131.1982,183.7928
28.0,169.0,83.81335,133.64474,201.17465
28.0,168.0,90.35638,139.7001,222.154
28.0,167.0,81.811035,128.01117,183.21834
28.0,166.0,82.760605,124.37002,202.30705
28.0,165.0,83.567665,139.7262,197.98207
28.0,164.0,86.958855,143.20981,177.88702
28.0,163.0,81.792564,136.14638,186.35225
28.0,162.0,102.722664,138.66617,200.4282
28.0,161.0,84.33927,117.716,177.40768
28.0,160.0,85.30971,138.98656,175.05324
28.0,159.0,90.87655,121.809784,183.23972
28.0,158.0,60.577908,118.718925,206.04547
28.0,157.0,84.089195,123.1254,175.88237
28.0,156.0,72.882256,142.81404,162.05672
28.0,155.0,79.80605,149.90173,198.96942
28.0,154.0,78.861595,129.74075,204.22845
28.0,153.0,76.73869,130.75348,166.89531
28.0,152.0,70.1671,126.44392,171.12498
28.0,151.0,86.157074,127.406166,187.96541
28.0,150.0,74.20228,125.42605,182.17987
28.0,149.0,72.718544,135.71507,175.26825
28.0,148.0,79.81875,130.71936,158.75934
28.0,147.0,77.281494,128.78038,211.70084
28.0,146.0,65.40424,124.4956,196.83476
28.0,145.0,75.05504,114.51423,203.62839
28.0,144.0,70.29362,104.393974,168.44179
28.0,143.0,80.41019,117.482124,173.8569
28.0,142.0,75.884705,115.03698,180.16762
28.0,141.0,71.600494,111.29193,192.82681
28.0,140.0,66.88893,122.39046,203.80064
28.0,139.0,78.78344,122.942764,186.84357
28.0,138.0,78.068375,119.33919,169.57367
28.0,137.0,72.00734,122.30994,189.40813
28.0,136.0,75.17459,117.00943,199.26279
28.0,135.0,73.68451,120.466354,184.74486
28.0,134.0,72.76576,121.55266,188.50218
28.0,133.0,90.81756,114.31636,185.18951
28.0,132.0,79.9251,124.438835,170.54005
28.0,131.0,81.897896,134.24757,194.77821
28.0,130.0,79.54154,134.70049,206.3864
28.0,129.0,68.155075,112.41482,156.92894
28.0,128.0,62.02989,108.16891,175.05487
28.0,127.0,65.45789,110.415245,171.24188
28.0,126.0,70.686264,117.37341,197.80432
28.0,125.0,72.81258,116.583595,181.42744
28.0,124.0,63.590725,105.79328,151.21938
28.0,123.0,66.58972,129.9355,194.71056
28.0,122.0,68.94183,115.317474,182.35008
28.0,121.0,70.62683,108.87321,186.04327
28.0,120.0,81.09541,115.15815,212.62805
28.0,119.0,72.0945,124.501656,172.65677
28.0,118.0,70.606224,115.35849,115.552246
28.0,117.0,74.417,116.35927,170.16223
28.0,116.0,71.767075,117.350586,168.72316
28.0,115.0,59.835335,123.06854,168.13773
28.0,114.0,73.28981,118.88892,171.23523
28.0,113.0,73.37743,116.55465,190.61922
28.0,112.0,72.84412,124.98062,157.98134
28.0,111.0,92.23608,111.696396,149.01346
28.0,110.0,70.61642,106.29703,191.3773
28.0,109.0,72.32065,121.334755,156.56693
28.0,108.0,65.85028,106.90976,181.89517
28.0,107.0,84.803894,118.227974,154.05165
28.0,106.0,69.03809,116.86645,215.19763
28.0,105.0,59.829956,109.31172,130.2999
28.0,104.0,61.46578,104.88803,166.69545
28.0,103.0,50.966496,100.24192,145.97847
28.0,102.0,46.558533,100.4214,138.25931
28.0,101.0,69.681114,114.12196,147.06894
28.0,100.0,67.74565,123.472466,180.28738
28.0,99.0,66.2248,112.26053,176.00978
28.0,98.0,66.855095,104.6934,176.26819
28.0,97.0,70.107056,123.29292,181.11818
29.0,230.0,104.449234,137.26654,235.32564
29.0,229.0,102.93425,134.49649,247.06161
29.0,228.0,97.54023,130.68562,239.16196
29.0,227.0,99.20035,137.32513,261.5989
29.0,226.0,116.91463,133.21523,214.86111
29.0,225.0,119.55654,147.83864,253.74078
29.0,224.0,100.02501,142.7905,219.16284
29.0,223.0,88.99715,148.23253,212.83292
29.0,222.0,127.31138,137.83882,202.48682
29.0,221.0,152.30925,160.24518,218.08685
29.0,220.0,91.63794,142.23845,214.19502
29.0,219.0,85.56079,145.39049,211.64255
29.0,218.0,101.97077,136.57297,286.64093
29.0,217.0,97.97964,126.05965,199.29662
29.0,216.0,96.97815,140.2326,227.86777
29.0,215.0,88.97543,143.45467,243.72821
29.0,214.0,150.56874,134.74632,213.8653
29.0,213.0,101.962036,132.91072,240.53319
29.0,212.0,92.559166,133.67882,165.63249
29.0,211.0,95.11078,132.63478,240.62595
29.0,210.0,96.3162,116.99183,233.53195
29.0,209.0,85.55861,125.72745,291.6687
29.0,208.0,93.19056,120.61198,232.34985
29.0,207.0,95.52943,137.21524,203.5208
29.0,206.0,94.98593,124.81772,257.98578
29.0,205.0,112.022285,127.65672,240.70247
29.0,204.0,98.41213,140.08693,262.3176
29.0,203.0,95.40721,139.22119,237.9294
29.0,202.0,97.41443,134.30832,199.71628
29.0,201.0,110.34126,140.07494,237.67714
29.0,200.0,85.775406,138.33708,219.27184
29.0,199.0,91.772354,140.08154,212.8051
29.0,198.0,87.83572,136.8796,233.37204
29.0,197.0,98.42625,140.98892,258.88626
29.0,196.0,101.872215,145.39182,232.40512
29.0,195.0,114.68165,138.33015,211.3233
29.0,194.0,88.5646,140.19789,231.00725
29.0,193.0,101.81151,143.05241,203.5512
29.0,192.0,91.49265,129.83005,223.17906
29.0,191.0,90.446724,123.42766,209.46191
29.0,190.0,105.48155,126.23031,224.51036
29.0,189.0,100.46456,133.50093,214.00334
29.0,188.0,91.99052,123.957016,282.24207
29.0,187.0,94.38684,132.61133,189.33646
29.0,186.0,94.42848,118.433655,231.96376
29.0,185.0,95.0524,139.78429,240.30196
29.0,184.0,94.12774,126.54175,248.04187
29.0,183.0,107.18339,129.75177,241.62895
29.0,182.0,81.557755,122.27617,225.97928
29.0,181.0,77.87898,112.69354,240.20296
29.0,180.0,93.58968,119.26764,245.82477
29.0,179.0,82.8189,121.93713,236.05336
29.0,178.0,91.43094,127.0215,250.62425
29.0,177.0,86.89902,134.29724,232.26259
29.0,176.0,86.789314,125.273415,228.45598
29.0,175.0,89.66871,123.742775,199.18088
29.0,174.0,98.530594,117.66689,233.85011
29.0,173.0,89.62405,120.070244,210.24805
29.0,172.0,82.9759,115.715416,217.4003
29.0,171.0,84.580215,116.80402,210.5718
29.0,170.0,87.86107,122.15363,266.50504
29.0,169.0,94.14775,115.344986,224.7763
29.0,168.0,91.257324,118.40972,251.37439
29.0,167.0,74.79001,124.06063,227.51405
29.0,166.0,115.13419,122.35809,230.15184
29.0,165.0,85.02272,130.66257,253.94113
29.0,164.0,89.06454,128.58638,204.2981
29.0,163.0,89.987946,127.192795,222.35924
29.0,162.0,86.804245,126.53054,184.373
29.0,161.0,99.6439,129.24933,244.21327
29.0,160.0,97.5782,124.93241,213.47235
29.0,159.0,89.195,117.594345,224.99094
29.0,158.0,90.975945,137.56128,223.04507
29.0,157.0,88.122795,124.00251,261.5411
29.0,156.0,98.202385,134.66792,236.00734
29.0,155.0,94.26511,135.51236,258.974
29.0,154.0,91.00662,132.33746,223.23172
29.0,153.0,93.54361,138.31273,261.10287
29.0,152.0,154.0918,131.01779,239.737
29.0,151.0,95.95168,123.80329,302.12204
29.0,150.0,77.861755,123.86379,251.64691
29.0,149.0,87.240974,128.60127,227.156
29.0,148.0,81.54765,127.96219,234.02783
29.0,147.0,94.26227,129.0122,207.03902
29.0,146.0,92.17103,129.5492,256.1646
29.0,145.0,84.68563,111.845,217.43279
29.0,144.0,109.91299,116.298584,231.47647
29.0,143.0,97.78875,113.46185,215.0969
29.0,142.0,81.97675,117.077545,214.6839
29.0,141.0,70.27604,115.23061,212.22244
29.0,140.0,86.07163,114.919174,242.92815
29.0,139.0,97.61609,119.39805,239.3024
29.0,138.0,89.008965,123.56608,232.38838
29.0,137.0,76.65354,122.671135,190.2932
29.0,136.0,79.63105,124.099,215.67468
29.0,135.0,73.38394,119.54088,231.41776
29.0,134.0,100.02444,105.61318,220.56448
29.0,133.0,69.78762,118.77641,280.67273
29.0,132.0,75.52864,113.50114,184.11572
29.0,131.0,74.40646,112.617645,190.87517
29.0,130.0,74.26586,109.920586,205.2361
29.0,129.0,72.17656,112.350716,233.08107
29.0,128.0,78.41088,104.043335,182.1005
29.0,127.0,62.482788,84.491516,185.99794
29.0,126.0,75.7326,112.97464,222.74524
29.0,125.0,87.51475,109.97536,180.72447
29.0,124.0,69.97152,99.79214,172.12524
29.0,123.0,74.25488,87.2164,203.01059
29.0,122.0,69.597664,99.124016,184.52356
29.0,121.0,74.52781,97.248245,197.3691
29.0,120.0,68.87916,89.1315,191.10431
29.0,119.0,70.75189,107.97601,152.37837
29.0,118.0,75.89976,105.088554,182.3679
29.0,117.0,82.1886,102.28659,176.31137
29.0,116.0,70.40156,95.47086,184.1088
29.0,115.0,59.648727,88.790054,184.77803
29.0,114.0,72.90684,89.65099,211.1761
29.0,113.0,63.820076,87.58813,184.65826
29.0,112.0,70.151794,103.7024,191.80951
29.0,111.0,71.85604,91.5408,176.76207
29.0,110.0,65.73243,111.223495,177.9885
29.0,109.0,70.68902,100.59017,186.7612
29.0,108.0,62.80056,95.98462,175.16753
29.0,107.0,58.158485,89.301956,166.78845
29.0,106.0,53.0268,96.4807,189.9147
29.0,105.0,61.486713,94.32696,174.50792
29.0,104.0,65.85644,92.00455,161.97296
29.0,103.0,59.23571,99.67252,155.59251
29.0,102.0,69.1004,95.89926,158.93127
29.0,101.0,74.82653,106.66512,216.68968
29.0,100.0,59.625793,109.54015,215.39001
29.0,99.0,63.48546,96.58608,163.65863
29.0,98.0,63.56642,84.59019,163.45482
29.0,97.0,58.917034,87.689285,136.30792
29.0,96.0,54.134285,90.29739,176.48224
29.0,95.0,65.99563,91.087425,160.75302
29.0,94.0,72.884895,106.47316,154.17662
29.0,93.0,60.74508,100.49273,161.07649
29.0,92.0,71.79168,100.15352,150.49136
29.0,91.0,72.135185,102.07323,144.09021
29.0,90.0,75.24911,108.23359,220.82379
30.0,227.0,67.716606,141.45277,202.33969
30.0,226.0,77.937706,138.03069,177.54657
30.0,225.0,87.24978,140.07477,216.53346
30.0,224.0,73.99012,139.03682,194.58058
30.0,223.0,85.932,137.54607,159.73718
30.0,222.0,73.29972,137.50821,212.94429
30.0,221.0,93.4448,145.75426,208.11162
30.0,220.0,82.12821,139.8654,177.37231
30.0,219.0,81.34147,152.87915,193.10474
30.0,218.0,77.69712,135.07928,186.5562
30.0,217.0,80.05804,134.665,184.0876
30.0,216.0,79.88449,134.10214,181.79071
30.0,215.0,80.585464,135.25565,197.66608
30.0,214.0,89.44959,135.20482,200.1265
30.0,213.0,87.478004,142.20364,191.92969
30.0,212.0,93.972824,130.1177,169.2848
30.0,211.0,76.86889,128.24257,193.0595
30.0,210.0,72.348404,125.98866,169.745
30.0,209.0,77.08724,136.47571,194.70677
30.0,208.0,76.56183,130.95146,185.08167
30.0,207.0,73.77981,134.99799,196.92838
30.0,206.0,70.74176,112.41326,201.41826
30.0,205.0,74.51747,127.6176,157.44864
30.0,204.0,77.88422,132.33081,148.607
30.0,203.0,72.09463,125.14127,167.82971
30.0,202.0,66.55754,140.1695,182.03233
30.0,201.0,85.73039,141.68091,174.79315
30.0,200.0,82.537094,141.4846,140.61217
30.0,199.0,79.65997,140.5992,176.08563
30.0,198.0,84.54482,152.04169,224.37599
30.0,197.0,70.831024,131.47995,171.17018
30.0,196.0,60.771004,125.34163,166.84871
30.0,195.0,64.71417,125.068756,192.49129
30.0,194.0,60.89097,123.69018,169.02129
30.0,193.0,67.30022,123.24023,185.1544
30.0,192.0,70.42846,134.86559,200.35971
30.0,191.0,78.22092,131.0143,173.79076
30.0,190.0,67.22063,139.92468,175.6807
30.0,189.0,65.7498,130.3579,188.29634
30.0,188.0,70.98553,121.77243,187.69447
30.0,187.0,69.9996,140.02406,182.43967
30.0,186.0,78.14713,126.2995,163.75024
30.0,185.0,76.44601,144.64272,217.50874
30.0,184.0,81.34344,137.7693,162.21962
30.0,183.0,78.22448,149.6969,199.45755
30.0,182.0,79.7411,132.40224,165.64714
30.0,181.0,69.17459,133.08737,195.39189
30.0,180.0,79.54903,138.317,195.20088
30.0,179.0,66.11977,134.77531,174.63254
30.0,178.0,88.851944,143.01103,184.94087
30.0,177.0,79.421616,142.77371,165.79144
30.0,176.0,65.672386,120.13191,177.05283
30.0,175.0,72.382614,114.53645,189.00302
30.0,174.0,108.75632,117.527794,186.60237
30.0,173.0,72.18199,126.46525,147.65433
30.0,172.0,85.127754,127.61879,167.54187
30.0,171.0,69.46394,127.66158,157.90234
30.0,170.0,81.20643,116.390755,144.57907
30.0,169.0,83.38516,124.86947,139.64638
30.0,168.0,84.113976,139.09639,213.7132
30.0,167.0,73.94443,143.5817,216.03723
30.0,166.0,70.557144,131.77249,210.69589
30.0,165.0,76.224045,126.190346,154.76138
30.0,164.0,71.11746,128.04051,163.62497
30.0,163.0,78.23684,123.996445,175.07495
30.0,162.0,76.99047,138.74619,177.13664
30.0,161.0,72.5906,137.88998,182.63474
30.0,160.0,81.770256,126.31183,200.98308
