unit_id,true_rul_at_end,failure_cycle,alarm_cycle,lead_time_cycles,alarm_fired,detected_early,needs_maintenance
226,88.0,147.0,,,False,False,False
227,125.0,187.0,,,False,False,False
228,125.0,251.0,,,False,False,False
229,120.0,140.0,,,False,False,False
230,98.0,255.0,,,False,False,False
231,33.0,263.0,213.0,50.0,True,True,False
232,125.0,495.0,,,False,False,False
233,110.0,221.0,,,False,False,False
234,68.0,247.0,178.0,69.0,True,True,False
235,24.0,386.0,322.0,64.0,True,True,True
236,75.0,251.0,,,False,False,False
237,18.0,239.0,177.0,62.0,True,True,True
238,16.0,193.0,128.0,65.0,True,True,True
239,125.0,153.0,,,False,False,False
240,98.0,302.0,186.0,116.0,True,True,False
241,125.0,167.0,,,False,False,False
242,81.0,193.0,,,False,False,False
243,118.0,317.0,,,False,False,False
244,35.0,219.0,170.0,49.0,True,True,False
245,125.0,188.0,,,False,False,False
246,125.0,154.0,,,False,False,False
247,112.0,206.0,,,False,False,False
248,26.0,307.0,246.0,61.0,True,True,True
